epoch,step,train_discriminator_loss,train_generator_loss,validation_discriminator_accuracy,validation_discriminator_loss,validation_generator_loss
0,49,0.36914658546447754,0.5157399773597717,,,
0,99,0.3522552251815796,0.4822216331958771,,,
0,149,0.40790846943855286,0.5429067611694336,,,
0,199,0.338015079498291,0.444425493478775,,,
0,249,0.3708850145339966,0.4811974763870239,,,
0,299,0.36203375458717346,0.5075945258140564,,,
0,349,0.3208724856376648,0.6492856740951538,,,
0,399,0.23673853278160095,0.5011097192764282,,,
0,449,0.4550539255142212,0.3819001317024231,,,
0,459,,,0.5,0.3515329360961914,0.5001146793365479
1,499,0.18574516475200653,0.6735724210739136,,,
1,549,0.36862093210220337,0.41214635968208313,,,
1,599,0.21704459190368652,0.5987322330474854,,,
1,649,0.43548524379730225,0.45717689394950867,,,
1,699,0.2914484143257141,0.5159256458282471,,,
1,749,0.22425612807273865,0.626889705657959,,,
1,799,0.3701760172843933,0.427914559841156,,,
1,849,0.1701895296573639,0.6939066052436829,,,
1,899,0.3773706257343292,0.376298189163208,,,
1,919,,,0.5,0.320046991109848,0.5299010276794434
2,949,0.23380085825920105,0.5182536840438843,,,
2,999,0.3992689251899719,0.42392680048942566,,,
2,1049,0.1729826033115387,0.5987825989723206,,,
2,1099,0.3708755373954773,0.41393646597862244,,,
2,1149,0.1825384944677353,0.6433359384536743,,,
2,1199,0.13677571713924408,0.7598248720169067,,,
2,1249,0.0688086450099945,0.891579270362854,,,
2,1299,0.08908199518918991,0.8750438690185547,,,
2,1349,0.049841269850730896,0.9340075254440308,,,
2,1379,,,0.8294821258665217,0.13572920858860016,1.1391034126281738
3,1399,0.05954612046480179,0.9653038382530212,,,
3,1449,0.042785435914993286,0.8815154433250427,,,
3,1499,0.036268450319767,0.9412292242050171,,,
3,1549,0.06314890086650848,0.9156752824783325,,,
3,1599,0.04927732050418854,0.9245817065238953,,,
3,1649,0.03167249262332916,0.927721381187439,,,
3,1699,0.04326944425702095,0.8670480251312256,,,
3,1749,0.04966387897729874,0.8928201198577881,,,
3,1799,0.04943127930164337,0.8310568332672119,,,
3,1839,,,0.9148430066603235,0.07684547454118729,1.197401762008667
4,1849,0.0612475648522377,0.9146714806556702,,,
4,1899,0.07500256597995758,0.8794548511505127,,,
4,1949,0.059411436319351196,0.8609194755554199,,,
4,1999,0.08337312936782837,0.7846301198005676,,,
4,2049,0.1049872636795044,0.9024274349212646,,,
4,2099,0.1389593482017517,0.829555869102478,,,
4,2149,0.12350142002105713,0.8352445960044861,,,
4,2199,0.14532287418842316,0.727830708026886,,,
4,2249,0.1336187720298767,0.8133833408355713,,,
4,2299,0.12358605861663818,0.8699047565460205,,,
4,2299,,,0.6905668071224684,0.12836195528507233,0.9207749366760254
5,2349,0.16642828285694122,0.736003577709198,,,
5,2399,0.1410147249698639,0.7521701455116272,,,
5,2449,0.09730580449104309,0.7919080853462219,,,
5,2499,0.12735041975975037,0.8512030839920044,,,
5,2549,0.157063826918602,0.8745608329772949,,,
5,2599,0.11156915128231049,0.7866300940513611,,,
5,2649,0.07259237766265869,0.8246420621871948,,,
5,2699,0.11889603734016418,0.84706711769104,,,
5,2749,0.0933428704738617,0.9335123300552368,,,
